Mitocheck_Phenotypic_Class,mean_average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold,shuffled,feature_type
ADCCM,0.5093558422688985,0.42799633905049667,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Anaphase,0.5118963452256516,0.42132749786923424,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Apoptosis,0.5054357809519886,0.40615310404793104,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Binuclear,0.5039663245686886,0.3891277241205064,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Elongated,0.519131198573618,0.5821533129532729,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Folded,0.5104604575419269,0.3942745562662621,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Grape,0.5084919800604281,0.38043976146035047,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Hole,0.5113904906171431,0.49204363880236673,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Interphase,0.5035881115816754,0.4330040690458038,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Large,0.5087891441172705,0.4187551413696245,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Metaphase,0.5088928451023219,0.39292934064157214,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
MetaphaseAlignment,0.5048279823517352,0.4262537676292841,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
OutOfFocus,0.5035865717719177,0.4205937909371224,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Polylobed,0.5064451612828221,0.49198044275642444,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
Prometaphase,0.5042340084974644,0.4704397884550248,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
SmallIrregular,0.5061415750446292,0.4190324519767345,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
neg_control,0.505162533290878,0.42117307321433634,0.416447480101979,0.38043976146035047,False,False,features_shuffled,DP
