Mitocheck_Phenotypic_Class,mean_average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold,shuffled,feature_type
ADCCM,0.844330017820439,0.06589016384147411,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Anaphase,0.9451575921122115,0.052110927165054444,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Apoptosis,0.9694834164621077,0.063734527023037,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Binuclear,0.9692099919462298,0.07496452953894925,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Elongated,0.9322315865946106,0.08834450827160567,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Folded,0.942172697706061,0.08084342389425317,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Grape,0.8229038361411064,0.02083031903448968,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Hole,0.9193786819477555,0.08922446193579732,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Interphase,0.9732168695526318,0.15773373419984227,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Large,0.9476392022889928,0.05558451701132942,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Metaphase,0.967520011139199,0.094960275797257,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
MetaphaseAlignment,0.9437293110879327,0.04298691112545313,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
OutOfFocus,0.8601922966415486,0.03691761113224981,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Polylobed,0.9778997968499671,0.09484761154134444,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
Prometaphase,0.9427567661197339,0.050253842616167964,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
SmallIrregular,0.9278214645613143,0.07859325185618753,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
neg_control,0.9160529810662031,0.06893297014973922,0.9531684988489685,0.02083031903448966,False,False,True,CP_DP
